id,SalePrice
1461,123828.20235474347
1462,155671.54945154584
1463,182004.2389192769
1464,200969.90077243102
1465,197963.20286118038
1466,171667.87800601454
1467,182504.46468324197
1468,163534.18517065377
1469,191535.39909585504
1470,123031.4112506936
1471,178249.52605197288
1472,101404.18709095572
1473,97702.36133607547
1474,143981.23161688956
1475,121567.59774256394
1476,361707.71251104976
1477,249504.3544154454
1478,293578.5340910163
1479,291110.2120766185
1480,535436.8232814214
1481,326385.61317516153
1482,208429.157156673
1483,174581.28061162587
1484,164119.40978011134
1485,181972.37778919176
1486,190842.98716303371
1487,338930.7118604439
1488,232399.82105727037
1489,194964.6617013009
1490,241886.05742116136
1491,190278.79581917063
1492,90478.50615284279
1493,179607.58099522867
1494,284107.8206337435
1495,284254.4693536121
1496,237384.8485791657
1497,178834.6715843894
1498,184000.03733182594
1499,166790.33989697904
1500,156849.669400867
1501,174323.9435921265
1502,150420.05990120128
1503,322889.57202946703
1504,242788.9450492009
1505,229029.39445617778
1506,188380.08343968564
1507,258379.1190788969
1508,199460.02620932265
1509,156490.46636257766
1510,145446.4854312337
1511,166081.66188492934
1512,174995.69981519907
1513,144465.0313804697
1514,156908.50174119082
1515,193607.76503252948
1516,149428.1963569705
1517,171355.4057994025
1518,131704.3710044277
1519,212270.92236317616
1520,130193.61670974229
1521,133474.02330674644
1522,173776.2268732325
1523,116344.2085669106
1524,120811.64411900385
1525,121749.40893595299
1526,111819.3624867791
1527,108448.374809903
1528,134274.82186779456
1529,157242.75964625686
1530,199321.1217074388
1531,114183.09758243793
1532,91143.40108106933
1533,145851.1602664195
1534,122113.73077680686
1535,140217.45899525902
1536,107583.52922773201
1537,60332.18196766545
1538,146540.27840484394
1539,187514.09748069802
1540,82471.58285171175
1541,139692.84878339505
1542,144778.41737967968
1543,183567.95760726393
1544,85015.87877639056
1545,117418.07400801271
1546,138407.62169468374
1547,134959.44690406162
1548,135920.92767586914
1549,123135.59197112203
1550,134252.62330865292
1551,100399.83915088841
1552,137165.8764430062
1553,140304.51595938645
1554,125127.5504601515
1555,162033.46206104013
1556,85476.55148766907
1557,112036.73153515726
1558,105319.94437299854
1559,61323.859508329435
1560,125774.83207177145
1561,119944.497751317
1562,134077.78233806195
1563,122920.34525296165
1564,161913.97582134922
1565,151652.76870846472
1566,233764.55645359243
1567,80177.8388437994
1568,239719.764047238
1569,133200.84660693153
1570,135425.74422569587
1571,115152.04875909774
1572,141413.9978432694
1573,242215.10504552445
1574,120066.83554157938
1575,230693.68174453746
1576,233976.9897831825
1577,179384.27379646534
1578,141942.37698070964
1579,146472.98892256847
1580,193826.69846380214
1581,156104.1320239705
1582,127320.49008446296
1583,302424.18563215417
1584,220738.00909715585
1585,141042.5493249232
1586,81575.64121385753
1587,107458.78906764097
1588,151004.73820917224
1589,99137.03181557416
1590,132640.94182171824
1591,95634.67801979052
1592,110521.03134991282
1593,121974.78933945099
1594,136653.488404303
1595,108366.92233109835
1596,221699.4329742728
1597,197225.90278985133
1598,218239.381029635
1599,166260.30677669274
1600,156161.00631897038
1601,70659.02266372013
1602,120855.28764568393
