id,SalePrice
1461,126140.72550969345
1462,116569.2229766153
1463,182409.07385524214
1464,192122.9009395806
1465,196468.22805941006
1466,173382.53803130146
1467,155678.64726596198
1468,161217.1533096274
1469,157846.59066316558
1470,138412.57767661687
1471,146242.49575088234
1472,117930.81212319707
1473,127439.20849317858
1474,144848.2312033162
1475,170624.70857719646
1476,323946.5827458269
1477,239291.05457116643
1478,284560.8217632031
1479,327087.841226973
1480,390896.7489616302
1481,351894.4517104823
1482,211771.91849037094
1483,165344.82296278267
1484,139127.95423872327
1485,181865.9259557133
1486,192094.37941016775
1487,320753.2295490335
1488,210843.57885501985
1489,217826.68911953495
1490,286894.06080879987
1491,188001.5123380511
1492,98675.97047771963
1493,149571.1897115243
1494,226451.80970261665
1495,261569.8576716754
1496,291795.12005551526
1497,150273.5763474228
1498,141160.72912816066
1499,168095.90494982022
1500,182857.56081594413
1501,185808.25320370303
1502,159450.0643505279
1503,153204.34783311604
1504,232498.4622090445
1505,247815.97086889835
1506,181593.00403455057
1507,246227.70605071945
1508,187804.2605598757
1509,167179.46747021965
1510,152820.82901578528
1511,146437.91579141901
1512,157675.74431315064
1513,140854.0144089247
1514,97316.06442287237
1515,134570.9865557998
1516,134306.92576024946
1517,141021.968734775
1518,131349.6975471063
1519,221886.27292533367
1520,135295.4587584758
1521,130582.79934986914
1522,170532.16481182066
1523,122299.54454344613
1524,133432.1195490555
1525,122526.62228907201
1526,116087.96409384826
1527,110657.9419790458
1528,117328.61288098097
1529,140359.9038921327
1530,173684.91337306533
1531,113807.42053378522
1532,98943.72379389458
1533,130717.26678109811
1534,102013.52919595306
1535,122850.8081015677
1536,113243.83522034562
1537,64019.986223608495
1538,137066.8934570967
1539,128968.73837412214
1540,35983.227650978304
1541,144918.393355831
1542,129849.84454419115
1543,173135.08289809714
1544,109333.20381777931
1545,113714.28570354467
1546,142322.00850420815
1547,155554.09403214423
1548,154008.11138333994
1549,138335.59603082365
1550,131221.34965632315
1551,97315.44144609675
1552,138632.36457286053
1553,131612.9156290278
1554,170338.6479514178
1555,166182.74675996453
1556,157426.6181072969
1557,115422.58909452659
1558,141071.79744824552
1559,83307.57195380947
1560,125284.43681729554
1561,99568.55884772527
1562,131209.2424711861
1563,125044.41793382868
1564,128721.13433736611
1565,157167.21043091506
1566,226051.44177282153
1567,97406.31717627466
1568,214570.04430744922
1569,141342.45347354113
1570,149341.27091872427
1571,120627.23016390012
1572,171068.05640970942
1573,220367.22125744028
1574,112928.2235800918
1575,270686.40421057236
1576,195061.0150762744
1577,192697.02067663087
1578,127475.31220631272
1579,179349.25062242616
1580,179699.63218845252
1581,155799.86897094388
1582,134189.8435956134
1583,310844.12529856415
1584,215444.79018277983
1585,144298.5937024297
1586,110981.45076656762
1587,93322.7234165514
1588,156922.77649839126
1589,93223.20451471015
1590,137099.0312568581
1591,124817.4640663329
1592,86301.49222218206
1593,119532.24038006373
1594,190341.930102466
1595,127757.08893698633
1596,240324.90196133088
1597,177544.79005599298
1598,191743.95440439697
1599,134025.69213812018
1600,124039.47492926834
1601,94933.29255034687
1602,149838.37435876988
1603,75060.52737347467
1604,258657.00741556563
1605,214342.4407491202
1606,144842.9743974954
1607,129227.96833070923
1608,202022.84447321328
1609,168711.10402735005
1610,170522.3018939097
1611,134145.693272396
1612,159376.5565302752
1613,144103.18187032768
1614,137603.17141756986
1615,98181.34910969196
1616,89370.87320197735
1617,95950.45092551711
1618,135071.18562753554
1619,147824.53650339905
1620,133636.7848047843
1621,142331.01575395287
1622,152543.71602109948
1623,206729.0649416665
1624,184368.68471693574
1625,119563.16585565955
1626,157987.69272643237
1627,177992.9818273992
1628,276717.426766202
1629,179632.24181846244
1630,373267.703257023
1631,196727.19128112524
1632,215192.6374545785
1633,169337.0117892344
1634,199104.15953981748
1635,180799.7448036098
1636,164945.8670802605
1637,184602.73756848671
1638,195524.76782718304
1639,178204.3512680319
1640,241029.08169303692
1641,174752.89725674436
1642,335964.05267248
1643,206716.12812563565
1644,242544.6426099926
1645,244136.7591092616
1646,168811.82044443293
1647,165127.25210158408
1648,125679.78968689097
1649,146327.9361498288
1650,129415.94281646161
1651,120454.01438831094
1652,117677.3956310689
1653,132020.7415512706
1654,138685.8950612666
1655,169538.8454286446
1656,144542.94674488675
1657,145489.15563747188
1658,144368.05766139823
1659,143191.35768598487
1660,148085.4266957344
1661,370894.6079101369
1662,372482.162034906
1663,350384.34357162693
1664,655344.2243025817
1665,265891.4550304522
1666,304075.5035377692
1667,284504.7915511319
1668,331655.4651421767
1669,283601.42206957645
1670,296225.6098776539
1671,251925.6200124766
1672,458848.5513771029
1673,273108.01670910465
1674,245782.39540221696
1675,197912.33924342727
1676,224221.84324624995
1677,205323.75763388677
1678,478167.3605186637
1679,387407.99204172316
1680,376778.73329498415
1681,236557.56495978276
1682,365545.28682469955
1683,178819.60923621786
1684,174667.3533386358
1685,179304.21656856412
1686,163477.6943002287
1687,157856.89305268798
1688,210554.97707719106
1689,200284.24133772482
1690,196619.6471395135
1691,185365.88774076474
1692,259724.90735977955
1693,157845.74280182895
1694,192203.47750525796
1695,172039.01539971732
1696,243573.55783070665
1697,181326.74663227794
1698,375593.77299262467
1699,283832.5005104435
1700,284092.9533601922
1701,240645.5171389656
1702,256439.2574805041
1703,215465.23713751548
1704,295003.66756693105
1705,270332.30875095853
1706,304982.9264958319
1707,248201.116331846
1708,227068.3074444359
1709,307526.4893147793
1710,249159.9364083672
1711,269535.92687015736
1712,224326.516229123
1713,293100.74493817386
1714,222502.06173902322
1715,225570.4942706697
1716,173092.03531493724
1717,164057.01443735915
1718,125652.52345499877
1719,198684.80280012375
1720,153335.27223138977
1721,151281.50499889662
1722,120514.1042995843
1723,155334.9417827241
1724,175796.83901870597
1725,269042.809650782
1726,217547.31225288563
1727,166472.0340182505
1728,160684.15244210284
1729,156434.1123233862
1730,124841.40354805392
1731,130027.08091956226
1732,114004.68281964798
1733,111805.7190869693
1734,113379.40961262248
1735,119549.7312724626
1736,151752.39580318515
1737,240822.41177039148
1738,226599.14566532758
1739,199408.40370787412
1740,220575.22775516877
1741,215912.57868827763
1742,184101.82797557572
1743,152214.55623384836
1744,246879.69751270962
1745,207813.29242042598
