id,SalePrice
1461,124385.19742690747
1462,151740.48630901615
1463,189062.14802563016
1464,201735.89532695807
1465,181994.45325042677
1466,176742.29030032895
1467,177974.21927516666
1468,165768.06405107232
1469,185792.2857834384
1470,124706.22284587569
1471,165578.73518970358
1472,106384.37858258441
1473,105662.48335110744
1474,145107.3212713566
1475,122601.8788511689
1476,356355.32201543794
1477,262112.26752263983
1478,285565.34324859036
1479,285461.38602652575
1480,527891.365834632
1481,344692.2133431843
1482,201708.24527904604
1483,183751.94975814334
1484,161796.6464814621
1485,183530.41016698183
1486,196677.64894116632
1487,336774.6361657812
1488,217103.5264605958
1489,204775.1147412794
1490,251249.6249132763
1491,194660.01243521913
1492,93746.2830166205
1493,180452.09424271988
1494,288280.8755478267
1495,272717.2687971462
1496,247707.04810568385
1497,174001.2273549569
1498,161345.586654533
1499,161845.75881736752
1500,161664.49194611423
1501,179567.90019215096
1502,152172.44885900308
1503,253395.7331995468
1504,246810.26617908047
1505,235065.98092642243
1506,195865.19757740284
1507,265583.11747899797
1508,210283.9430735999
1509,162980.47754501362
1510,149671.60429741404
1511,145316.71440743128
1512,166501.04372032886
1513,142937.18213438668
1514,156523.26323981627
1515,191840.74024006195
1516,150585.58601103138
1517,169797.668472163
1518,124307.34192358505
1519,221660.80191387617
1520,129828.45062351949
1521,136431.01539474443
1522,175024.17828327764
1523,119085.89215206324
1524,127825.45269351173
1525,119087.32202402389
1526,105229.79595819529
1527,103839.01159481908
1528,126378.46703677428
1529,151231.31505519117
1530,194598.6637512221
1531,115774.30119934546
1532,90732.87207070185
1533,155579.19825443128
1534,120518.1411272676
1535,138323.96583307444
1536,107472.10195208261
1537,61461.623296913414
1538,151520.06318150234
1539,189713.29677165652
1540,80523.12417150105
1541,143803.39590690134
1542,143111.07995739966
1543,205397.13665723984
1544,86361.0273548662
1545,117552.52322354614
1546,139263.08882530942
1547,135811.74845067796
1548,140896.38229903887
1549,117843.51337171937
1550,139339.29562283566
1551,101580.4598063176
1552,147049.09046765135
1553,142431.58577677386
1554,134084.50822721067
1555,165589.48927756996
1556,88566.05645408938
1557,103375.66367191343
1558,114679.99596366927
1559,51689.062382659096
1560,145134.59371923155
1561,127272.1543328941
1562,127840.3183541985
1563,118838.33125956231
1564,152572.48965240363
1565,148869.24924871002
1566,223101.515611904
1567,81941.5074261357
1568,220463.98987851868
1569,146941.8564474995
1570,131516.05842375124
1571,109866.32582881789
1572,150284.61524946176
1573,243267.04982277722
1574,115261.76942373111
1575,242262.9349509415
1576,244587.482959877
1577,187501.97747025595
1578,141019.235115747
1579,147983.0880895821
1580,190231.38366792636
1581,142335.24161786906
1582,128728.5022920497
1583,296542.6624896117
1584,216698.3195864895
1585,140520.62604696033
1586,73514.26334149075
1587,102291.42433240649
1588,148000.0136071912
1589,95960.29850349492
1590,127794.35950391827
1591,98912.01425075738
1592,108800.84630632249
1593,119622.30545916418
1594,148381.35625831076
1595,104307.24186340727
1596,241542.94215343797
1597,189375.38316989783
1598,224147.1741316597
1599,143534.48956669166
1600,140765.46265186855
1601,70817.14267845683
1602,127454.9503298705
1603,65233.61930685988
1604,257024.03081608712
1605,227542.94684353357
1606,162753.56792266198
1607,158790.0314769967
1608,206754.62901298038
1609,177074.83102523655
1610,160356.85096957124
1611,138894.4637288828
1612,168833.65919550843
1613,161376.21930801598
1614,114615.96771771071
1615,91464.48059142186
1616,76555.6584334234
1617,87579.87009836748
1618,122829.36424472425
1619,148700.11637739927
1620,176940.9705040547
1621,133240.3292837334
1622,143382.14114619157
1623,242142.094095948
1624,202364.13113669291
1625,116294.00197651179
1626,169576.02381350484
1627,193148.57028851417
1628,287654.6507809106
1629,183576.14739068729
1630,389357.56530901743
1631,226175.15942309922
1632,234686.7825269177
1633,168730.4995869699
1634,189206.74249396325
1635,172474.88756292698
1636,160366.8323759111
1637,210320.64732395954
1638,188714.08445489866
1639,190896.74007890848
1640,250518.710997816
1641,178334.56186180396
1642,261073.75898798232
1643,224049.46050763133
1644,242644.728596272
1645,231470.01707852827
1646,157637.65808917684
1647,156099.02720260964
1648,129869.5332528451
1649,141183.77331843995
1650,119628.7293716606
1651,121039.47383591521
1652,100730.73825176232
1653,108443.35017718012
1654,141757.2837350273
1655,146711.22250078642
1656,144609.54734461155
1657,147601.4451843259
1658,142957.47992749896
1659,127463.70543100177
1660,150958.9343413489
1661,454286.1957445651
1662,384230.7409286053
1663,363797.40497047605
1664,543127.0460963829
1665,288770.0279689572
1666,315875.7523310539
1667,395800.12349563115
1668,318086.93242813
1669,283990.6160889773
1670,320797.5735064447
1671,263947.97494933597
1672,434216.50417732657
1673,299502.36603334505
1674,252065.56177688314
1675,193164.99786771662
1676,203703.24854229076
1677,213065.4049982693
1678,578838.6677259897
1679,397339.3599945612
1680,357395.9759878495
1681,229007.53077844816
1682,331078.43886778987
1683,191771.93222693884
1684,173713.29544331774
1685,172043.0394265505
1686,170655.1501105002
1687,164329.92122369024
1688,195681.71773617383
1689,198865.8958258852
1690,194074.77532131877
1691,182038.786398293
1692,256455.3189923325
1693,165844.46659798647
1694,182825.57471612323
1695,169658.56537508662
1696,269085.9004531504
1697,169068.34723511795
1698,358820.218381664
1699,328832.5225712826
1700,267570.90566748934
1701,260554.07289807528
1702,255519.7299465571
1703,237859.88724276403
1704,277758.30009374855
1705,233452.74531195813
1706,263619.1223135186
1707,220576.50724876902
1708,210839.02795036888
1709,278996.99388364475
1710,231977.89482403715
1711,272639.26385853556
1712,257745.50197691235
1713,288247.00793226744
1714,228549.78153983387
1715,218002.1793836234
1716,179374.9466551635
1717,168917.97563289563
1718,131120.09074693522
1719,215134.0893968993
1720,221935.88810524522
1721,158871.0578503265
1722,122650.20014043772
1723,157258.51722855517
1724,195043.26194517687
1725,237233.51294038864
1726,188797.4663347998
1727,152211.59411456107
1728,165081.32042166142
1729,167622.54441894093
1730,143394.35787721057
1731,117245.2756825914
1732,126265.96380762405
1733,111825.72793538637
1734,123547.47649767874
1735,113524.28206406104
1736,125277.66592303888
1737,287953.5597806762
1738,242049.85393391972
1739,256020.6520582732
1740,232039.77124777267
1741,194465.12046399678
1742,175729.5393167071
1743,167050.52941716352
1744,346029.64197899046
1745,216297.9992566083
1746,174183.69463656694
1747,230663.60955539852
1748,239168.71954997856
1749,154635.55954578338
1750,128830.4663198352
1751,235267.42509543704
1752,117510.70593417941
1753,147558.5632406744
1754,199554.40485118923
1755,181447.69757374877
1756,133475.17393378227
1757,124356.17154853677
1758,148390.82510904697
1759,155871.3563611988
1760,175063.42717696298
1761,143391.0709989516
1762,179071.90214649803
1763,171614.0489345192
1764,122668.14726517005
1765,132303.71321767796
1766,184103.37510081212
1767,213061.2960321732
1768,144469.37978189797
1769,159805.48672500477
1770,156866.8510729827
1771,121479.49084047292
1772,134926.6859302863
1773,130339.2612106605
1774,129013.09534979468
1775,143047.76949758045
1776,135752.00875496407
1777,108264.30293826603
1778,139738.76941993993
1779,124576.4690933446
1780,172010.72994313488
1781,126825.54803205888
1782,93181.49333236746
1783,144283.62045106365
1784,116334.67437216824
1785,113727.65443146457
1786,148995.03271404927
1787,156109.42443545483
1788,64581.6205421682
1789,94132.08395504442
1790,84301.50880509857
1791,175041.6074024379
1792,155355.26834384457
1793,114406.92335451704
1794,151763.33739778365
1795,135046.2769963015
1796,132921.93662887003
1797,110491.18262244936
1798,125652.70513999516
1799,115595.83551674204
1800,128602.7106645292
1801,127349.6565240842
1802,123601.82032209051
1803,148167.38298625522
1804,132866.25253004645
1805,134056.2221025534
1806,109040.16113856608
1807,128885.03675992791
1808,118553.4045951973
1809,125083.02733633098
1810,147430.2674817214
1811,102438.78563612883
1812,102029.60224096541
1813,128512.18320287867
1814,109228.4169102846
1815,65106.62480504727
1816,100469.4644336256
1817,114965.66711614355
1818,160362.05045228012
1819,138885.30743988548
1820,46925.52038160305
1821,112978.17422822317
1822,157297.6018634886
1823,33539.341412540634
1824,119065.27054740094
1825,141467.31949243246
1826,115304.35775026333
1827,93471.16175949041
1828,131893.9890039299
1829,113675.5843753056
1830,133999.17554736478
1831,137837.92630498105
1832,71380.6158150705
1833,147977.48706832138
1834,127473.93108613777
1835,124771.0850798057
1836,130396.83061895116
1837,101723.44046004866
1838,125045.04158361454
1839,110094.96374856059
1840,170176.5895909823
1841,139696.98671939017
1842,97531.7768857698
1843,132502.3326870798
1844,146831.4108268031
1845,143849.8698975337
1846,155247.80964311762
1847,173060.7108455636
1848,59285.6963410013
1849,99710.8310556037
1850,125894.03850535706
1851,150015.80824797228
1852,128560.65667637691
1853,131348.83636222297
1854,160091.6153030762
1855,149284.5546422727
1856,229834.8998873893
1857,130104.04194684418
1858,138200.32221472316
1859,114432.9638000731
1860,154412.87369421456
1861,116593.29201216275
1862,307487.9439691933
1863,281780.405072162
1864,281813.9965151117
1865,342479.2917110321
